NUM_PEDIDO;ABRIDOR_SACA_ROLHA;PORTA_LAPIS_COM_PEZINHO;REGUA_DE_20_CM;PENTE_PEQUENO;PENTE_JACARE;CANETA_SPECIAL_GOLD;CANETA_STAR_I;CANETA_SPECIAL;CANETA_SPECIAL_CITRICA;CANETA_POP;CHAVEIRO_SUPER_LENTE;CHAVEIRO_VEGAS;CHAVEIRO_BOMBA_C_LOGO;CHAVEIRO_CADEADO;CHAVEIRO_NINJA;ABRIDOR_COM_FURO;BOTTON_CORACAO;BOTTON_GLOBO;CHAVEIRO_DOLLAR;PAQUIMETRO;PORTA_MOEDAS;CANETA_SPECIAL_JUNIOR;CHAVEIRO_OUT_DOOR;CANETA_CLASSIC_I;CANETA_STILL;CANETA_VERSATIL_C_CORDAO;RELOGIO_DLUXO;BOTTON_ALFINETE;POTA_LAPIS_COFRE;PORTA_LAPIS_SEM_PE;YO_YO;REGUA_DE_30_CM;REGUA_FERRAGISTA_20_CM;REGUA_FERRAGISTA_15_CM;CANETA_STAR_II;MAQUINA_VARETAR;PRISILHA;ARGOLAS;MOLA_PARA_CHAVEIRO;CHAVEIRO_SUPER_FLASH;RODINHA_PEQ;CHAVEIRO_OITO;CANETA_DESMONTADA;RODINHAS_GRANDES;CHAVEIRO_DESMONTADO;CHAVEIRO_BOMBA_S_LOGO;VISEIRA_C_ENCAIXE;LIXA_DE_UNHA;MAQUINA_GRAVAR;MISTURADOR_DE_DRINKS;CANETA_CLASSIC_II;ACES;CANETA_VERSATIL_C_HASTE;CANETA_VERSATIL_OUT_DOOR;ABRIDOR_OUT_DOOR;AGENDINHA;GANCHINHOS;MOSTRUARIO_DE_BRINDES;CANETA_VIRA_VOLTA;CARGA_P_CANETA;AGENDA_DE_MESA;PORTA_TITULO
3809;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F
3810;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F
3811;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F
3812;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F
3813;F;F;F;V;V;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;V;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F
3814;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V
3815;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;V;F;F;F;F;V;V;F;F;F;F;V;F;F;F;F;F;F;V
3816;V;F;F;V;F;F;F;F;V;F;F;V;F;F;F;F;V;F;F;F;F;V;F;F;V;F;V;F;F;F;F;F;F;V;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F
3817;F;F;F;F;F;F;V;V;F;V;F;F;F;V;F;V;F;F;F;F;F;F;F;F;V;F;V;V;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;V
3818;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;V;F;V;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V
3819;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;V;F;V;F
3820;V;V;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;V;F;F;F;V;V;F;V;F;F;F;V;F;F;F;V;F;F;F;V;F;F;V;F;V;F;F;F
3821;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F
3822;F;F;F;F;F;F;F;V;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3823;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F
3824;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;V;F;F;V;V;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F
3825;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F
3826;V;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3827;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;V;F;V
3828;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F
3829;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;V;F;V;F;F;F;F;F;F;F;F;V;F;F;F;V
3830;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3831;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3832;V;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;V;F;F;F;F
3833;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;V;F;V;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;V;V;F;F;V;F;F;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F
3834;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;V;F;F;V;F;F;F;V;V;V;V;F;F;F;V
3835;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F
3836;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3837;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;V;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;V;F;F;F;F
3838;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3839;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3840;V;F;F;V;V;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3841;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V
3842;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3843;F;F;F;F;F;V;F;F;F;F;F;V;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F
3844;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F
3845;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V
3846;F;F;F;F;F;V;V;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;V;F;V;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;V;V;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F
3847;F;F;V;F;F;F;F;V;V;F;F;V;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3848;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F
3849;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3850;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F
3851;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3852;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F
3853;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3854;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3855;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3856;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F
3857;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F
3858;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;V;F;V;F;V;V;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F
3859;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;V;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F
3860;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;V;F;V;V;F;F;V;F;F;F;F;F;F;F;F
3861;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3862;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F
3863;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F
3864;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3865;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;V;F;F;F;F;F;F;F;F;V;V;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F
3866;F;F;V;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;V;V;F;F;F;F
3867;V;F;F;V;F;F;F;F;F;F;F;V;F;V;V;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;V;F;F;F;F;V;V;V;F;F
3868;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;V;V;V;F;F;F;F;F;V
3869;F;F;F;V;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;V;F
3870;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3871;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F
3872;F;F;F;F;F;F;F;V;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F
3873;V;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;V;V;F;F;F;F;F;V;F;F;F;F;F;F
3874;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F
3875;F;F;F;F;F;F;F;V;F;V;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;V;F;F;F;V;F
3876;F;V;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F
3877;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3878;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F
3879;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3880;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;V;F;F;F;F;F;F;F;V;V;F;F;V;F;F;F;F;F;F;F;F
3881;F;F;V;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;V;F;V;F;F;F
3882;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F
3883;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F
3884;F;F;F;F;V;V;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V;V;F;V;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;V;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F
3885;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;V;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F
3886;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F
3887;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F
3888;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F
3889;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F
3890;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F
3891;V;F;F;F;F;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;V;F;V;F;F
3892;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F
3893;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3894;F;F;V;F;F;F;F;V;V;F;V;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F
3895;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;V;V;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F
3896;F;F;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;V;F;F;F;V;V;F;F;V;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V;F
3897;F;F;V;F;F;V;F;F;F;F;V;F;F;F;F;F;V;F;F;F;V;F;F;F;V;F;F;F;F;V;F;F;V;F;F;V;V;F;F;V;F;F;F;F;V;F;V;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F
3898;F;F;F;F;V;F;F;V;F;F;F;V;F;F;F;F;V;F;F;F;V;F;V;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F
3899;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;V;V;V;F;F;F;F;F;F;F;V;V;V;F;F;F;F;F;V;F;V;F;F;F;F;V;F
3900;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V;V;F;F;F;V;F;V;F;F
3901;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3902;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;V;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;V;F
3903;F;F;F;F;V;F;F;F;F;V;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;V;F;F;V;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F
3904;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F
3905;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3906;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F
3907;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F
3908;V;F;F;F;F;F;V;F;V;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;V;F;V;V;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F
3909;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;V;V;F;F;F;F;F;F;F
3910;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;V;F;V;V;F;F;F;F;F;F
3911;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V;F;F;V;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
